"cust_a_id","cust_b_id","name_a","name_b","domain_a","domain_b","signup_a","signup_b","same_domain","similar_name","similar_signup","match_score","duplicate_confidence"
307,1008,"kitestack","datatech","outlook.com","outlook.com","2023-08-22","2023-08-20",1,0,1,2,"MEDIUM — probable duplicate"
875,1132,"jetdynamics","echo analytics","company.io","company.io","2023-08-22","2023-08-21",1,0,1,2,"MEDIUM — probable duplicate"
554,736,"ultra stack","acmeai","protonmail.com","protonmail.com","2023-08-23","2023-08-24",1,0,1,2,"MEDIUM — probable duplicate"
440,554,"waveio","ultra stack","protonmail.com","protonmail.com","2023-08-25","2023-08-23",1,0,1,2,"MEDIUM — probable duplicate"
440,736,"waveio","acmeai","protonmail.com","protonmail.com","2023-08-25","2023-08-24",1,0,1,2,"MEDIUM — probable duplicate"
318,1013,"jade dev","syncpro","hotmail.com","hotmail.com","2023-08-30","2023-09-01",1,0,1,2,"MEDIUM — probable duplicate"
318,1192,"jade dev","linkhq","hotmail.com","hotmail.com","2023-08-30","2023-08-29",1,0,1,2,"MEDIUM — probable duplicate"
1013,1192,"syncpro","linkhq","hotmail.com","hotmail.com","2023-09-01","2023-08-29",1,0,1,2,"MEDIUM — probable duplicate"
60,318,"jethq","jade dev","hotmail.com","hotmail.com","2023-09-02","2023-08-30",1,0,1,2,"MEDIUM — probable duplicate"
60,1013,"jethq","syncpro","hotmail.com","hotmail.com","2023-09-02","2023-09-01",1,0,1,2,"MEDIUM — probable duplicate"
60,1192,"jethq","linkhq","hotmail.com","hotmail.com","2023-09-02","2023-08-29",1,0,1,2,"MEDIUM — probable duplicate"
669,984,"rush corp","quarklabs","outlook.com","outlook.com","2023-09-04","2023-08-31",1,0,1,2,"MEDIUM — probable duplicate"
450,517,"rushstack","tidal tech","company.io","company.io","2023-09-04","2023-09-11",1,0,1,2,"MEDIUM — probable duplicate"
409,984,"echopro","quarklabs","outlook.com","outlook.com","2023-09-04","2023-08-31",1,0,1,2,"MEDIUM — probable duplicate"
409,669,"echopro","rush corp","outlook.com","outlook.com","2023-09-04","2023-09-04",1,0,1,2,"MEDIUM — probable duplicate"
228,984,"driftai","quarklabs","outlook.com","outlook.com","2023-09-05","2023-08-31",1,0,1,2,"MEDIUM — probable duplicate"
228,409,"driftai","echopro","outlook.com","outlook.com","2023-09-05","2023-09-04",1,0,1,2,"MEDIUM — probable duplicate"
228,669,"driftai","rush corp","outlook.com","outlook.com","2023-09-05","2023-09-04",1,0,1,2,"MEDIUM — probable duplicate"
160,784,"fluxplatform","treksoftware","corp.net","corp.net","2023-09-10","2023-09-05",1,0,1,2,"MEDIUM — probable duplicate"
517,856,"tidal tech","questdev","company.io","company.io","2023-09-11","2023-09-14",1,0,1,2,"MEDIUM — probable duplicate"
120,409,"unitstudio","echopro","outlook.com","outlook.com","2023-09-11","2023-09-04",1,0,1,2,"MEDIUM — probable duplicate"
120,669,"unitstudio","rush corp","outlook.com","outlook.com","2023-09-11","2023-09-04",1,0,1,2,"MEDIUM — probable duplicate"
120,228,"unitstudio","driftai","outlook.com","outlook.com","2023-09-11","2023-09-05",1,0,1,2,"MEDIUM — probable duplicate"
214,741,"ultrasolutions","jet logic","gmail.com","gmail.com","2023-09-13","2023-09-16",1,0,1,2,"MEDIUM — probable duplicate"
214,659,"ultrasolutions","mistlogic","gmail.com","gmail.com","2023-09-13","2023-09-17",1,0,1,2,"MEDIUM — probable duplicate"
214,1106,"ultrasolutions","arcanalytics","gmail.com","gmail.com","2023-09-13","2023-09-15",1,0,1,2,"MEDIUM — probable duplicate"
741,1106,"jet logic","arcanalytics","gmail.com","gmail.com","2023-09-16","2023-09-15",1,0,1,2,"MEDIUM — probable duplicate"
741,945,"jet logic","jet corp","gmail.com","gmail.com","2023-09-16","2024-05-09",1,1,0,2,"MEDIUM — probable duplicate"
104,504,"hive dynamics","nexus works","startup.co","startup.co","2023-09-17","2023-09-22",1,0,1,2,"MEDIUM — probable duplicate"
659,741,"mistlogic","jet logic","gmail.com","gmail.com","2023-09-17","2023-09-16",1,0,1,2,"MEDIUM — probable duplicate"
659,1106,"mistlogic","arcanalytics","gmail.com","gmail.com","2023-09-17","2023-09-15",1,0,1,2,"MEDIUM — probable duplicate"
924,1171,"lunastack","kite software","tech.dev","tech.dev","2023-09-18","2023-09-23",1,0,1,2,"MEDIUM — probable duplicate"
504,975,"nexus works","nexus systems","startup.co","startup.co","2023-09-22","2025-02-03",1,1,0,2,"MEDIUM — probable duplicate"
952,1200,"link cloud","arc solutions","enterprise.com","enterprise.com","2023-09-24","2023-09-29",1,0,1,2,"MEDIUM — probable duplicate"
281,760,"echohq","syncsoftware","protonmail.com","protonmail.com","2023-09-27","2023-09-25",1,0,1,2,"MEDIUM — probable duplicate"
281,612,"echohq","hub solutions","protonmail.com","protonmail.com","2023-09-27","2023-10-04",1,0,1,2,"MEDIUM — probable duplicate"
488,1171,"metahq","kite software","tech.dev","tech.dev","2023-09-30","2023-09-23",1,0,1,2,"MEDIUM — probable duplicate"
488,1162,"metahq","jet analytics","tech.dev","tech.dev","2023-09-30","2023-09-30",1,0,1,2,"MEDIUM — probable duplicate"
1162,1171,"jet analytics","kite software","tech.dev","tech.dev","2023-09-30","2023-09-23",1,0,1,2,"MEDIUM — probable duplicate"
5,27,"questanalytics","wavestack","yahoo.com","yahoo.com","2023-10-04","2023-09-29",1,0,1,2,"MEDIUM — probable duplicate"
243,838,"yieldsystems","core dynamics","outlook.com","outlook.com","2023-10-04","2023-10-10",1,0,1,2,"MEDIUM — probable duplicate"
612,1147,"hub solutions","hub tech","protonmail.com","protonmail.com","2023-10-04","2023-12-09",1,1,0,2,"MEDIUM — probable duplicate"
243,1026,"yieldsystems","vineio","outlook.com","outlook.com","2023-10-04","2023-09-27",1,0,1,2,"MEDIUM — probable duplicate"
979,1200,"drift studio","arc solutions","enterprise.com","enterprise.com","2023-10-04","2023-09-29",1,0,1,2,"MEDIUM — probable duplicate"
457,1042,"warp platform","warp works","startup.co","startup.co","2023-10-08","2023-08-15",1,1,0,2,"MEDIUM — probable duplicate"
232,550,"quest studio","ultra solutions","outlook.com","outlook.com","2023-10-11","2023-10-13",1,0,1,2,"MEDIUM — probable duplicate"
232,838,"quest studio","core dynamics","outlook.com","outlook.com","2023-10-11","2023-10-10",1,0,1,2,"MEDIUM — probable duplicate"
232,754,"quest studio","ion tech","outlook.com","outlook.com","2023-10-11","2023-10-12",1,0,1,2,"MEDIUM — probable duplicate"
232,243,"quest studio","yieldsystems","outlook.com","outlook.com","2023-10-11","2023-10-04",1,0,1,2,"MEDIUM — probable duplicate"
725,1128,"syncworks","zen platform","hotmail.com","hotmail.com","2023-10-12","2023-10-13",1,0,1,2,"MEDIUM — probable duplicate"
754,838,"ion tech","core dynamics","outlook.com","outlook.com","2023-10-12","2023-10-10",1,0,1,2,"MEDIUM — probable duplicate"
550,754,"ultra solutions","ion tech","outlook.com","outlook.com","2023-10-13","2023-10-12",1,0,1,2,"MEDIUM — probable duplicate"
550,838,"ultra solutions","core dynamics","outlook.com","outlook.com","2023-10-13","2023-10-10",1,0,1,2,"MEDIUM — probable duplicate"
635,868,"tidal dynamics","tidal ops","protonmail.com","protonmail.com","2023-10-14","2025-08-29",1,1,0,2,"MEDIUM — probable duplicate"
635,1108,"tidal dynamics","glowworks","protonmail.com","protonmail.com","2023-10-14","2023-10-20",1,0,1,2,"MEDIUM — probable duplicate"
423,1189,"syncstudio","cloud solutions","startup.co","startup.co","2023-10-23","2023-10-17",1,0,1,2,"MEDIUM — probable duplicate"
423,1121,"syncstudio","zealgroup","startup.co","startup.co","2023-10-23","2023-10-29",1,0,1,2,"MEDIUM — probable duplicate"
1121,1169,"zealgroup","syncai","startup.co","startup.co","2023-10-29","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
519,1196,"ionai","acme hub","gmail.com","gmail.com","2023-10-29","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
519,947,"ionai","orbitlabs","gmail.com","gmail.com","2023-10-29","2023-11-04",1,0,1,2,"MEDIUM — probable duplicate"
69,1190,"ion dynamics","ion corp","enterprise.com","enterprise.com","2023-10-30","2024-08-09",1,1,0,2,"MEDIUM — probable duplicate"
233,519,"hive hub","ionai","gmail.com","gmail.com","2023-10-30","2023-10-29",1,0,1,2,"MEDIUM — probable duplicate"
233,947,"hive hub","orbitlabs","gmail.com","gmail.com","2023-10-30","2023-11-04",1,0,1,2,"MEDIUM — probable duplicate"
233,1196,"hive hub","acme hub","gmail.com","gmail.com","2023-10-30","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
69,600,"ion dynamics","hivedev","enterprise.com","enterprise.com","2023-10-30","2023-11-03",1,0,1,2,"MEDIUM — probable duplicate"
244,705,"grid io","irissoftware","company.io","company.io","2023-10-30","2023-10-27",1,0,1,2,"MEDIUM — probable duplicate"
948,1169,"orbitplatform","syncai","startup.co","startup.co","2023-11-03","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
948,1121,"orbitplatform","zealgroup","startup.co","startup.co","2023-11-03","2023-10-29",1,0,1,2,"MEDIUM — probable duplicate"
146,459,"onyxops","sagelabs","startup.co","startup.co","2023-11-04","2023-11-09",1,0,1,2,"MEDIUM — probable duplicate"
146,1169,"onyxops","syncai","startup.co","startup.co","2023-11-04","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
146,1121,"onyxops","zealgroup","startup.co","startup.co","2023-11-04","2023-10-29",1,0,1,2,"MEDIUM — probable duplicate"
146,948,"onyxops","orbitplatform","startup.co","startup.co","2023-11-04","2023-11-03",1,0,1,2,"MEDIUM — probable duplicate"
947,1196,"orbitlabs","acme hub","gmail.com","gmail.com","2023-11-04","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
146,682,"onyxops","keencorp","startup.co","startup.co","2023-11-04","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
682,948,"keencorp","orbitplatform","startup.co","startup.co","2023-11-05","2023-11-03",1,0,1,2,"MEDIUM — probable duplicate"
682,1169,"keencorp","syncai","startup.co","startup.co","2023-11-05","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
682,1121,"keencorp","zealgroup","startup.co","startup.co","2023-11-05","2023-10-29",1,0,1,2,"MEDIUM — probable duplicate"
459,1078,"sagelabs","pulse digital","startup.co","startup.co","2023-11-09","2023-11-15",1,0,1,2,"MEDIUM — probable duplicate"
459,1169,"sagelabs","syncai","startup.co","startup.co","2023-11-09","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
459,682,"sagelabs","keencorp","startup.co","startup.co","2023-11-09","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
459,948,"sagelabs","orbitplatform","startup.co","startup.co","2023-11-09","2023-11-03",1,0,1,2,"MEDIUM — probable duplicate"
843,947,"jade ai","orbitlabs","gmail.com","gmail.com","2023-11-10","2023-11-04",1,0,1,2,"MEDIUM — probable duplicate"
843,1020,"jade ai","jade logic","gmail.com","gmail.com","2023-11-10","2025-04-08",1,1,0,2,"MEDIUM — probable duplicate"
843,1196,"jade ai","acme hub","gmail.com","gmail.com","2023-11-10","2023-11-05",1,0,1,2,"MEDIUM — probable duplicate"
577,843,"fluxops","jade ai","gmail.com","gmail.com","2023-11-13","2023-11-10",1,0,1,2,"MEDIUM — probable duplicate"
106,843,"onyxsolutions","jade ai","gmail.com","gmail.com","2023-11-14","2023-11-10",1,0,1,2,"MEDIUM — probable duplicate"
106,577,"onyxsolutions","fluxops","gmail.com","gmail.com","2023-11-14","2023-11-13",1,0,1,2,"MEDIUM — probable duplicate"
686,882,"sagesoftware","jetplatform","yahoo.com","yahoo.com","2023-11-15","2023-11-15",1,0,1,2,"MEDIUM — probable duplicate"
363,996,"vertexlogic","xenonpro","protonmail.com","protonmail.com","2023-11-19","2023-11-26",1,0,1,2,"MEDIUM — probable duplicate"
363,750,"vertexlogic","tidaldev","protonmail.com","protonmail.com","2023-11-19","2023-11-21",1,0,1,2,"MEDIUM — probable duplicate"
300,742,"flow ops","cloudworks","enterprise.com","enterprise.com","2023-11-19","2023-11-17",1,0,1,2,"MEDIUM — probable duplicate"
750,996,"tidaldev","xenonpro","protonmail.com","protonmail.com","2023-11-21","2023-11-26",1,0,1,2,"MEDIUM — probable duplicate"
650,686,"peak logic","sagesoftware","yahoo.com","yahoo.com","2023-11-22","2023-11-15",1,0,1,2,"MEDIUM — probable duplicate"
650,858,"peak logic","ultra ai","yahoo.com","yahoo.com","2023-11-22","2023-11-26",1,0,1,2,"MEDIUM — probable duplicate"
650,882,"peak logic","jetplatform","yahoo.com","yahoo.com","2023-11-22","2023-11-15",1,0,1,2,"MEDIUM — probable duplicate"
650,973,"peak logic","peak ventures","yahoo.com","yahoo.com","2023-11-22","2025-09-07",1,1,0,2,"MEDIUM — probable duplicate"
650,796,"peak logic","iris platform","yahoo.com","yahoo.com","2023-11-22","2023-11-23",1,0,1,2,"MEDIUM — probable duplicate"
796,858,"iris platform","ultra ai","yahoo.com","yahoo.com","2023-11-23","2023-11-26",1,0,1,2,"MEDIUM — probable duplicate"
150,300,"irisstack","flow ops","enterprise.com","enterprise.com","2023-11-24","2023-11-19",1,0,1,2,"MEDIUM — probable duplicate"
150,742,"irisstack","cloudworks","enterprise.com","enterprise.com","2023-11-24","2023-11-17",1,0,1,2,"MEDIUM — probable duplicate"
314,398,"arcsoftware","meta corp","corp.net","corp.net","2023-11-25","2023-11-26",1,0,1,2,"MEDIUM — probable duplicate"
314,347,"arcsoftware","arcplatform","corp.net","corp.net","2023-11-25","2023-11-29",1,0,1,2,"MEDIUM — probable duplicate"
398,434,"meta corp","meta solutions","corp.net","corp.net","2023-11-26","2023-06-14",1,1,0,2,"MEDIUM — probable duplicate"
347,398,"arcplatform","meta corp","corp.net","corp.net","2023-11-29","2023-11-26",1,0,1,2,"MEDIUM — probable duplicate"
55,1182,"lunaventures","rushsystems","outlook.com","outlook.com","2023-12-04","2023-11-28",1,0,1,2,"MEDIUM — probable duplicate"
55,673,"lunaventures","glow net","outlook.com","outlook.com","2023-12-04","2023-12-07",1,0,1,2,"MEDIUM — probable duplicate"
55,305,"lunaventures","keen ai","outlook.com","outlook.com","2023-12-04","2023-12-09",1,0,1,2,"MEDIUM — probable duplicate"
274,347,"warpdynamics","arcplatform","corp.net","corp.net","2023-12-05","2023-11-29",1,0,1,2,"MEDIUM — probable duplicate"
251,337,"acmestack","nexus digital","enterprise.com","enterprise.com","2023-12-05","2023-12-06",1,0,1,2,"MEDIUM — probable duplicate"
251,873,"acmestack","edgelabs","enterprise.com","enterprise.com","2023-12-05","2023-12-05",1,0,1,2,"MEDIUM — probable duplicate"
337,873,"nexus digital","edgelabs","enterprise.com","enterprise.com","2023-12-06","2023-12-05",1,0,1,2,"MEDIUM — probable duplicate"
94,274,"onyxstack","warpdynamics","corp.net","corp.net","2023-12-08","2023-12-05",1,0,1,2,"MEDIUM — probable duplicate"
305,673,"keen ai","glow net","outlook.com","outlook.com","2023-12-09","2023-12-07",1,0,1,2,"MEDIUM — probable duplicate"
305,360,"keen ai","sync analytics","outlook.com","outlook.com","2023-12-09","2023-12-16",1,0,1,2,"MEDIUM — probable duplicate"
211,372,"trek digital","nexusplatform","startup.co","startup.co","2023-12-11","2023-12-17",1,0,1,2,"MEDIUM — probable duplicate"
364,968,"lunasystems","grid group","tech.dev","tech.dev","2023-12-15","2023-12-15",1,0,1,2,"MEDIUM — probable duplicate"
523,1198,"pulsedev","novapro","hotmail.com","hotmail.com","2023-12-16","2023-12-12",1,0,1,2,"MEDIUM — probable duplicate"
178,690,"warppro","hubventures","gmail.com","gmail.com","2023-12-23","2023-12-30",1,0,1,2,"MEDIUM — probable duplicate"
178,765,"warppro","nova corp","gmail.com","gmail.com","2023-12-23","2023-12-19",1,0,1,2,"MEDIUM — probable duplicate"
163,955,"rush cloud","hubstack","enterprise.com","enterprise.com","2024-01-05","2024-01-08",1,0,1,2,"MEDIUM — probable duplicate"
163,532,"rush cloud","synchq","enterprise.com","enterprise.com","2024-01-05","2024-01-12",1,0,1,2,"MEDIUM — probable duplicate"
163,452,"rush cloud","rush digital","enterprise.com","enterprise.com","2024-01-05","2023-02-26",1,1,0,2,"MEDIUM — probable duplicate"
1164,1166,"vertex platform","fluxworks","company.io","company.io","2024-01-09","2024-01-05",1,0,1,2,"MEDIUM — probable duplicate"
532,955,"synchq","hubstack","enterprise.com","enterprise.com","2024-01-12","2024-01-08",1,0,1,2,"MEDIUM — probable duplicate"
670,843,"jade tech","jade ai","gmail.com","gmail.com","2024-01-14","2023-11-10",1,1,0,2,"MEDIUM — probable duplicate"
670,949,"jade tech","zealworks","gmail.com","gmail.com","2024-01-14","2024-01-15",1,0,1,2,"MEDIUM — probable duplicate"
670,1020,"jade tech","jade logic","gmail.com","gmail.com","2024-01-14","2025-04-08",1,1,0,2,"MEDIUM — probable duplicate"
93,1015,"trektech","quarkventures","corp.net","corp.net","2024-01-17","2024-01-20",1,0,1,2,"MEDIUM — probable duplicate"
93,212,"trektech","onyxio","corp.net","corp.net","2024-01-17","2024-01-23",1,0,1,2,"MEDIUM — probable duplicate"
694,1158,"gridsolutions","zealtech","outlook.com","outlook.com","2024-01-19","2024-01-23",1,0,1,2,"MEDIUM — probable duplicate"
290,1158,"syncgroup","zealtech","outlook.com","outlook.com","2024-01-20","2024-01-23",1,0,1,2,"MEDIUM — probable duplicate"
290,694,"syncgroup","gridsolutions","outlook.com","outlook.com","2024-01-20","2024-01-19",1,0,1,2,"MEDIUM — probable duplicate"
1089,1161,"linkops","zensoftware","protonmail.com","protonmail.com","2024-01-21","2024-01-21",1,0,1,2,"MEDIUM — probable duplicate"
716,1099,"mist software","novacorp","company.io","company.io","2024-01-23","2024-01-24",1,0,1,2,"MEDIUM — probable duplicate"
716,816,"mist software","mist stack","company.io","company.io","2024-01-23","2024-11-15",1,1,0,2,"MEDIUM — probable duplicate"
716,1181,"mist software","questpro","company.io","company.io","2024-01-23","2024-01-22",1,0,1,2,"MEDIUM — probable duplicate"
212,1015,"onyxio","quarkventures","corp.net","corp.net","2024-01-23","2024-01-20",1,0,1,2,"MEDIUM — probable duplicate"
1099,1181,"novacorp","questpro","company.io","company.io","2024-01-24","2024-01-22",1,0,1,2,"MEDIUM — probable duplicate"
207,1007,"onyxdynamics","onyxnet","corp.net","corp.net","2024-02-02","2024-02-06",1,0,1,2,"MEDIUM — probable duplicate"
473,908,"vinecloud","onyxgroup","enterprise.com","enterprise.com","2024-02-02","2024-01-28",1,0,1,2,"MEDIUM — probable duplicate"
295,888,"nexussolutions","ultra dynamics","startup.co","startup.co","2024-02-09","2024-02-10",1,0,1,2,"MEDIUM — probable duplicate"
496,861,"beam digital","kitestudio","tech.dev","tech.dev","2024-02-09","2024-02-16",1,0,1,2,"MEDIUM — probable duplicate"
496,958,"beam digital","gridio","tech.dev","tech.dev","2024-02-09","2024-02-05",1,0,1,2,"MEDIUM — probable duplicate"
19,636,"flow corp","quarkio","company.io","company.io","2024-02-10","2024-02-15",1,0,1,2,"MEDIUM — probable duplicate"
19,663,"flow corp","peak labs","company.io","company.io","2024-02-10","2024-02-14",1,0,1,2,"MEDIUM — probable duplicate"
903,1054,"onyxdigital","nexustech","hotmail.com","hotmail.com","2024-02-10","2024-02-06",1,0,1,2,"MEDIUM — probable duplicate"
291,496,"beam stack","beam digital","protonmail.com","tech.dev","2024-02-11","2024-02-09",0,1,1,2,"MEDIUM — probable duplicate"
159,375,"vine studio","tidalventures","corp.net","corp.net","2024-02-11","2024-02-18",1,0,1,2,"MEDIUM — probable duplicate"
159,1007,"vine studio","onyxnet","corp.net","corp.net","2024-02-11","2024-02-06",1,0,1,2,"MEDIUM — probable duplicate"
159,1040,"vine studio","vine works","corp.net","corp.net","2024-02-11","2023-05-24",1,1,0,2,"MEDIUM — probable duplicate"
291,752,"beam stack","acmeventures","protonmail.com","protonmail.com","2024-02-11","2024-02-12",1,0,1,2,"MEDIUM — probable duplicate"
349,1054,"hivedynamics","nexustech","hotmail.com","hotmail.com","2024-02-12","2024-02-06",1,0,1,2,"MEDIUM — probable duplicate"
349,903,"hivedynamics","onyxdigital","hotmail.com","hotmail.com","2024-02-12","2024-02-10",1,0,1,2,"MEDIUM — probable duplicate"
530,1157,"fluxdev","acmeops","enterprise.com","enterprise.com","2024-02-15","2024-02-12",1,0,1,2,"MEDIUM — probable duplicate"
636,663,"quarkio","peak labs","company.io","company.io","2024-02-15","2024-02-14",1,0,1,2,"MEDIUM — probable duplicate"
530,846,"fluxdev","yieldhq","enterprise.com","enterprise.com","2024-02-15","2024-02-18",1,0,1,2,"MEDIUM — probable duplicate"
447,752,"beam software","acmeventures","protonmail.com","protonmail.com","2024-02-16","2024-02-12",1,0,1,2,"MEDIUM — probable duplicate"
447,496,"beam software","beam digital","protonmail.com","tech.dev","2024-02-16","2024-02-09",0,1,1,2,"MEDIUM — probable duplicate"
846,910,"yieldhq","driftlogic","enterprise.com","enterprise.com","2024-02-18","2024-02-25",1,0,1,2,"MEDIUM — probable duplicate"
846,1157,"yieldhq","acmeops","enterprise.com","enterprise.com","2024-02-18","2024-02-12",1,0,1,2,"MEDIUM — probable duplicate"
437,530,"ultra io","fluxdev","enterprise.com","enterprise.com","2024-02-22","2024-02-15",1,0,1,2,"MEDIUM — probable duplicate"
437,931,"ultra io","ultra studio","enterprise.com","enterprise.com","2024-02-22","2024-12-03",1,1,0,2,"MEDIUM — probable duplicate"
437,466,"ultra io","ultra net","enterprise.com","enterprise.com","2024-02-22","2025-05-04",1,1,0,2,"MEDIUM — probable duplicate"
437,910,"ultra io","driftlogic","enterprise.com","enterprise.com","2024-02-22","2024-02-25",1,0,1,2,"MEDIUM — probable duplicate"
437,846,"ultra io","yieldhq","enterprise.com","enterprise.com","2024-02-22","2024-02-18",1,0,1,2,"MEDIUM — probable duplicate"
14,1025,"keen ventures","fluxhq","startup.co","startup.co","2024-02-25","2024-02-26",1,0,1,2,"MEDIUM — probable duplicate"
359,1092,"trekcloud","pulsestudio","hotmail.com","hotmail.com","2024-02-29","2024-02-22",1,0,1,2,"MEDIUM — probable duplicate"
220,658,"gridtech","zensystems","startup.co","startup.co","2024-03-04","2024-03-09",1,0,1,2,"MEDIUM — probable duplicate"
220,1025,"gridtech","fluxhq","startup.co","startup.co","2024-03-04","2024-02-26",1,0,1,2,"MEDIUM — probable duplicate"
799,1112,"quark io","syncdev","company.io","company.io","2024-03-11","2024-03-13",1,0,1,2,"MEDIUM — probable duplicate"
1072,1112,"xenoncorp","syncdev","company.io","company.io","2024-03-11","2024-03-13",1,0,1,2,"MEDIUM — probable duplicate"
799,1072,"quark io","xenoncorp","company.io","company.io","2024-03-11","2024-03-11",1,0,1,2,"MEDIUM — probable duplicate"
1201,1202,"acme labs","acmelabs","acmelabs.com","acmelabs.com","2024-03-15","2024-03-15",1,0,1,2,"MEDIUM — probable duplicate"
604,605,"jet pro","beamlabs","hotmail.com","hotmail.com","2024-03-15","2024-03-12",1,0,1,2,"MEDIUM — probable duplicate"
343,974,"peakdigital","arclabs","tech.dev","tech.dev","2024-03-16","2024-03-16",1,0,1,2,"MEDIUM — probable duplicate"
987,1135,"dataops","coreanalytics","protonmail.com","protonmail.com","2024-03-18","2024-03-21",1,0,1,2,"MEDIUM — probable duplicate"
200,900,"xenonhq","rush software","corp.net","corp.net","2024-03-21","2024-03-21",1,0,1,2,"MEDIUM — probable duplicate"
192,929,"glowsoftware","tidal corp","outlook.com","outlook.com","2024-03-23","2024-03-30",1,0,1,2,"MEDIUM — probable duplicate"
110,200,"edgeops","xenonhq","corp.net","corp.net","2024-03-24","2024-03-21",1,0,1,2,"MEDIUM — probable duplicate"
110,900,"edgeops","rush software","corp.net","corp.net","2024-03-24","2024-03-21",1,0,1,2,"MEDIUM — probable duplicate"
294,386,"unitlogic","echocloud","yahoo.com","yahoo.com","2024-03-25","2024-03-21",1,0,1,2,"MEDIUM — probable duplicate"
68,1095,"quark ops","quark group","gmail.com","gmail.com","2024-03-27","2024-04-17",1,1,0,2,"MEDIUM — probable duplicate"
68,687,"quark ops","edge labs","gmail.com","gmail.com","2024-03-27","2024-03-30",1,0,1,2,"MEDIUM — probable duplicate"
127,192,"onyx pro","glowsoftware","outlook.com","outlook.com","2024-03-27","2024-03-23",1,0,1,2,"MEDIUM — probable duplicate"
127,929,"onyx pro","tidal corp","outlook.com","outlook.com","2024-03-27","2024-03-30",1,0,1,2,"MEDIUM — probable duplicate"
654,895,"bolt corp","bolt cloud","company.io","startup.co","2024-04-06","2024-04-13",0,1,1,2,"MEDIUM — probable duplicate"
348,593,"vine logic","vine ops","gmail.com","gmail.com","2024-04-07","2024-12-31",1,1,0,2,"MEDIUM — probable duplicate"
348,738,"vine logic","gridpro","gmail.com","gmail.com","2024-04-07","2024-04-14",1,0,1,2,"MEDIUM — probable duplicate"
348,477,"vine logic","vine group","gmail.com","gmail.com","2024-04-07","2024-05-03",1,1,0,2,"MEDIUM — probable duplicate"
348,1146,"vine logic","vine ai","gmail.com","gmail.com","2024-04-07","2025-09-09",1,1,0,2,"MEDIUM — probable duplicate"
4,821,"keensoftware","vertexhub","outlook.com","outlook.com","2024-04-09","2024-04-13",1,0,1,2,"MEDIUM — probable duplicate"
4,1124,"keensoftware","keenstudio","outlook.com","outlook.com","2024-04-09","2024-04-12",1,0,1,2,"MEDIUM — probable duplicate"
4,1003,"keensoftware","linkworks","outlook.com","outlook.com","2024-04-09","2024-04-10",1,0,1,2,"MEDIUM — probable duplicate"
1003,1124,"linkworks","keenstudio","outlook.com","outlook.com","2024-04-10","2024-04-12",1,0,1,2,"MEDIUM — probable duplicate"
247,895,"vertexstudio","bolt cloud","startup.co","startup.co","2024-04-12","2024-04-13",1,0,1,2,"MEDIUM — probable duplicate"
247,683,"vertexstudio","core net","startup.co","startup.co","2024-04-12","2024-04-17",1,0,1,2,"MEDIUM — probable duplicate"
173,654,"rush hub","bolt corp","company.io","company.io","2024-04-13","2024-04-06",1,0,1,2,"MEDIUM — probable duplicate"
173,276,"rush hub","ultraplatform","company.io","company.io","2024-04-13","2024-04-18",1,0,1,2,"MEDIUM — probable duplicate"
173,920,"rush hub","rush logic","company.io","company.io","2024-04-13","2025-05-25",1,1,0,2,"MEDIUM — probable duplicate"
821,1003,"vertexhub","linkworks","outlook.com","outlook.com","2024-04-13","2024-04-10",1,0,1,2,"MEDIUM — probable duplicate"
821,1124,"vertexhub","keenstudio","outlook.com","outlook.com","2024-04-13","2024-04-12",1,0,1,2,"MEDIUM — probable duplicate"
738,1095,"gridpro","quark group","gmail.com","gmail.com","2024-04-14","2024-04-17",1,0,1,2,"MEDIUM — probable duplicate"
683,895,"core net","bolt cloud","startup.co","startup.co","2024-04-17","2024-04-13",1,0,1,2,"MEDIUM — probable duplicate"
15,683,"datalogic","core net","startup.co","startup.co","2024-04-18","2024-04-17",1,0,1,2,"MEDIUM — probable duplicate"
15,895,"datalogic","bolt cloud","startup.co","startup.co","2024-04-18","2024-04-13",1,0,1,2,"MEDIUM — probable duplicate"
15,247,"datalogic","vertexstudio","startup.co","startup.co","2024-04-18","2024-04-12",1,0,1,2,"MEDIUM — probable duplicate"
479,1124,"novaio","keenstudio","outlook.com","outlook.com","2024-04-19","2024-04-12",1,0,1,2,"MEDIUM — probable duplicate"
479,821,"novaio","vertexhub","outlook.com","outlook.com","2024-04-19","2024-04-13",1,0,1,2,"MEDIUM — probable duplicate"
8,1094,"data systems","beamworks","startup.co","startup.co","2024-04-24","2024-04-26",1,0,1,2,"MEDIUM — probable duplicate"
8,15,"data systems","datalogic","startup.co","startup.co","2024-04-24","2024-04-18",1,0,1,2,"MEDIUM — probable duplicate"
